hop,mode,rep,i,warmup,ms,bytes_out,bytes_in
H4-redis,classic,1,50,0,0.252,597,963
H4-redis,classic,1,51,0,0.262,597,963
H4-redis,classic,1,52,0,0.288,597,962
H4-redis,classic,1,53,0,0.247,597,962
H4-redis,classic,1,54,0,0.279,597,962
H4-redis,classic,1,55,0,0.268,597,962
H4-redis,classic,1,56,0,0.619,597,962
H4-redis,classic,1,57,0,0.305,597,962
H4-redis,classic,1,58,0,0.269,597,963
H4-redis,classic,1,59,0,0.269,597,963
H4-redis,classic,1,60,0,0.257,597,962
H4-redis,classic,1,61,0,0.254,597,962
H4-redis,classic,1,62,0,0.316,597,963
H4-redis,classic,1,63,0,0.274,597,962
H4-redis,classic,1,64,0,0.27,597,962
H4-redis,classic,1,65,0,0.262,597,961
H4-redis,classic,1,66,0,0.255,597,963
H4-redis,classic,1,67,0,0.287,597,961
H4-redis,classic,1,68,0,0.257,597,962
H4-redis,classic,1,69,0,0.245,597,961
H4-redis,classic,1,70,0,0.278,597,962
H4-redis,classic,1,71,0,0.274,597,962
H4-redis,classic,1,72,0,0.279,597,963
H4-redis,classic,1,73,0,0.246,597,962
H4-redis,classic,1,74,0,0.264,597,962
H4-redis,classic,1,75,0,0.277,597,962
H4-redis,classic,1,76,0,0.267,597,963
H4-redis,classic,1,77,0,0.276,597,962
H4-redis,classic,1,78,0,0.274,597,962
H4-redis,classic,1,79,0,0.27,597,963
H4-redis,classic,1,80,0,0.273,597,962
H4-redis,classic,1,81,0,0.249,597,963
H4-redis,classic,1,82,0,0.288,597,962
H4-redis,classic,1,83,0,0.253,597,961
H4-redis,classic,1,84,0,0.269,597,963
H4-redis,classic,1,85,0,0.27,597,962
H4-redis,classic,1,86,0,0.266,597,961
H4-redis,classic,1,87,0,0.276,597,962
H4-redis,classic,1,88,0,0.249,597,962
H4-redis,classic,1,89,0,0.273,597,963
H4-redis,classic,1,90,0,0.277,597,962
H4-redis,classic,1,91,0,0.263,597,961
H4-redis,classic,1,92,0,0.264,597,962
H4-redis,classic,1,93,0,0.274,597,962
H4-redis,classic,1,94,0,0.257,597,962
H4-redis,classic,1,95,0,0.275,597,963
H4-redis,classic,1,96,0,0.262,597,963
H4-redis,classic,1,97,0,0.253,597,962
H4-redis,classic,1,98,0,0.286,597,962
H4-redis,classic,1,99,0,0.278,597,962
H4-redis,classic,1,100,0,0.275,597,962
H4-redis,classic,1,101,0,0.278,597,963
H4-redis,classic,1,102,0,0.272,597,962
H4-redis,classic,1,103,0,0.282,597,963
H4-redis,classic,1,104,0,0.271,597,962
H4-redis,classic,1,105,0,0.274,597,961
H4-redis,classic,1,106,0,0.257,597,962
H4-redis,classic,1,107,0,0.256,597,962
H4-redis,classic,1,108,0,0.249,597,961
H4-redis,classic,1,109,0,0.258,597,962
H1-edge,classic,2,0,1,0.487,597,945
H1-edge,classic,2,1,1,0.292,597,944
H1-edge,classic,2,2,1,0.281,597,944
H1-edge,classic,2,3,1,0.362,597,944
H1-edge,classic,2,4,1,0.352,597,944
H1-edge,classic,2,5,1,0.314,597,945
H1-edge,classic,2,6,1,0.295,597,943
H1-edge,classic,2,7,1,0.297,597,944
H1-edge,classic,2,8,1,0.309,597,945
H1-edge,classic,2,9,1,0.325,597,943
H1-edge,classic,2,10,0,0.302,597,944
H1-edge,classic,2,11,0,0.322,597,943
H1-edge,classic,2,12,0,0.279,597,945
H1-edge,classic,2,13,0,0.347,597,944
H1-edge,classic,2,14,0,0.291,597,945
H1-edge,classic,2,15,0,0.36,597,945
H1-edge,classic,2,16,0,0.354,597,944
H1-edge,classic,2,17,0,0.313,597,945
H1-edge,classic,2,18,0,0.288,597,944
H1-edge,classic,2,19,0,0.289,597,945
H1-edge,classic,2,20,0,0.273,597,943
H1-edge,classic,2,21,0,0.254,597,945
H1-edge,classic,2,22,0,0.297,597,944
H1-edge,classic,2,23,0,0.268,597,943
H1-edge,classic,2,24,0,0.266,597,944
H1-edge,classic,2,25,0,0.298,597,945
H1-edge,classic,2,26,0,0.282,597,945
H1-edge,classic,2,27,0,0.281,597,944
H1-edge,classic,2,28,0,0.259,597,945
H1-edge,classic,2,29,0,0.252,597,943
H1-edge,classic,2,30,0,0.32,597,943
H1-edge,classic,2,31,0,0.28,597,944
H1-edge,classic,2,32,0,0.304,597,943
H1-edge,classic,2,33,0,0.267,597,944
H1-edge,classic,2,34,0,0.271,597,945
H1-edge,classic,2,35,0,0.276,597,943
H1-edge,classic,2,36,0,0.262,597,944
H1-edge,classic,2,37,0,0.269,597,943
H1-edge,classic,2,38,0,0.407,597,943
H1-edge,classic,2,39,0,0.312,597,945
H1-edge,classic,2,40,0,0.297,597,944
H1-edge,classic,2,41,0,0.29,597,944
H1-edge,classic,2,42,0,0.291,597,945
H1-edge,classic,2,43,0,0.272,597,944
H1-edge,classic,2,44,0,0.284,597,945
H1-edge,classic,2,45,0,0.266,597,943
H1-edge,classic,2,46,0,0.288,597,945
H1-edge,classic,2,47,0,0.253,597,945
H1-edge,classic,2,48,0,0.247,597,945
H1-edge,classic,2,49,0,0.254,597,944
H1-edge,classic,2,50,0,0.282,597,944
H1-edge,classic,2,51,0,0.282,597,944
H1-edge,classic,2,52,0,0.275,597,944
H1-edge,classic,2,53,0,0.263,597,944
H1-edge,classic,2,54,0,0.284,597,945
H1-edge,classic,2,55,0,0.276,597,943
H1-edge,classic,2,56,0,0.292,597,944
H1-edge,classic,2,57,0,0.272,597,944
H1-edge,classic,2,58,0,0.319,597,944
H1-edge,classic,2,59,0,0.272,597,944
H1-edge,classic,2,60,0,0.273,597,944
H1-edge,classic,2,61,0,0.279,597,943
H1-edge,classic,2,62,0,0.296,597,945
H1-edge,classic,2,63,0,0.281,597,944
H1-edge,classic,2,64,0,0.311,597,943
H1-edge,classic,2,65,0,0.297,597,944
H1-edge,classic,2,66,0,0.263,597,945
H1-edge,classic,2,67,0,0.252,597,945
H1-edge,classic,2,68,0,0.272,597,944
H1-edge,classic,2,69,0,0.247,597,944
H1-edge,classic,2,70,0,0.277,597,943
H1-edge,classic,2,71,0,0.269,597,942
H1-edge,classic,2,72,0,0.253,597,945
H1-edge,classic,2,73,0,0.294,597,943
H1-edge,classic,2,74,0,0.283,597,945
H1-edge,classic,2,75,0,0.267,597,943
H1-edge,classic,2,76,0,0.275,597,945
H1-edge,classic,2,77,0,0.259,597,945
H1-edge,classic,2,78,0,0.281,597,945
H1-edge,classic,2,79,0,0.275,597,943
H1-edge,classic,2,80,0,0.265,597,944
H1-edge,classic,2,81,0,0.257,597,944
H1-edge,classic,2,82,0,0.248,597,944
H1-edge,classic,2,83,0,0.284,597,944
H1-edge,classic,2,84,0,0.29,597,944
H1-edge,classic,2,85,0,0.256,597,944
H1-edge,classic,2,86,0,0.339,597,945
H1-edge,classic,2,87,0,0.295,597,943
H1-edge,classic,2,88,0,0.31,597,945
H1-edge,classic,2,89,0,0.266,597,943
H1-edge,classic,2,90,0,0.307,597,943
H1-edge,classic,2,91,0,0.286,597,945
H1-edge,classic,2,92,0,0.274,597,944
H1-edge,classic,2,93,0,0.271,597,944
H1-edge,classic,2,94,0,0.278,597,945
H1-edge,classic,2,95,0,0.271,597,944
H1-edge,classic,2,96,0,0.264,597,945
H1-edge,classic,2,97,0,0.275,597,944
H1-edge,classic,2,98,0,0.287,597,945
H1-edge,classic,2,99,0,0.262,597,945
H1-edge,classic,2,100,0,0.275,597,944
H1-edge,classic,2,101,0,0.272,597,944
H1-edge,classic,2,102,0,0.261,597,945
H1-edge,classic,2,103,0,0.258,597,945
H1-edge,classic,2,104,0,0.269,597,944
H1-edge,classic,2,105,0,0.283,597,945
H1-edge,classic,2,106,0,0.269,597,944
H1-edge,classic,2,107,0,0.246,597,944
H1-edge,classic,2,108,0,0.259,597,943
H1-edge,classic,2,109,0,0.251,597,944
H2a-py,classic,2,0,1,0.455,597,941
H2a-py,classic,2,1,1,0.297,597,941
H2a-py,classic,2,2,1,0.302,597,940
H2a-py,classic,2,3,1,0.337,597,940
H2a-py,classic,2,4,1,0.279,597,940
H2a-py,classic,2,5,1,0.363,597,941
H2a-py,classic,2,6,1,0.315,597,939
H2a-py,classic,2,7,1,0.379,597,940
H2a-py,classic,2,8,1,0.301,597,940
H2a-py,classic,2,9,1,0.296,597,941
H2a-py,classic,2,10,0,0.278,597,941
H2a-py,classic,2,11,0,0.299,597,940
H2a-py,classic,2,12,0,0.321,597,939
H2a-py,classic,2,13,0,0.282,597,941
H2a-py,classic,2,14,0,0.269,597,941
H2a-py,classic,2,15,0,0.268,597,940
H2a-py,classic,2,16,0,0.276,597,940
H2a-py,classic,2,17,0,0.269,597,940
H2a-py,classic,2,18,0,0.267,597,939
H2a-py,classic,2,19,0,0.264,597,941
H2a-py,classic,2,20,0,0.26,597,940
H2a-py,classic,2,21,0,0.314,597,941
H2a-py,classic,2,22,0,0.287,597,939
H2a-py,classic,2,23,0,0.275,597,940
H2a-py,classic,2,24,0,0.276,597,941
H2a-py,classic,2,25,0,0.271,597,941
H2a-py,classic,2,26,0,0.291,597,940
H2a-py,classic,2,27,0,0.373,597,939
H2a-py,classic,2,28,0,0.313,597,939
H2a-py,classic,2,29,0,0.271,597,939
H2a-py,classic,2,30,0,0.266,597,940
H2a-py,classic,2,31,0,0.327,597,941
H2a-py,classic,2,32,0,0.281,597,939
H2a-py,classic,2,33,0,0.287,597,941
H2a-py,classic,2,34,0,0.293,597,941
H2a-py,classic,2,35,0,0.311,597,940
H2a-py,classic,2,36,0,0.273,597,941
H2a-py,classic,2,37,0,0.269,597,940
H2a-py,classic,2,38,0,0.261,597,940
H2a-py,classic,2,39,0,0.27,597,940
H2a-py,classic,2,40,0,0.278,597,940
H2a-py,classic,2,41,0,0.269,597,940
H2a-py,classic,2,42,0,0.26,597,940
H2a-py,classic,2,43,0,0.284,597,941
H2a-py,classic,2,44,0,0.256,597,940
H2a-py,classic,2,45,0,0.26,597,940
H2a-py,classic,2,46,0,0.261,597,940
H2a-py,classic,2,47,0,0.262,597,941
H2a-py,classic,2,48,0,0.272,597,941
H2a-py,classic,2,49,0,0.26,597,940
H2a-py,classic,2,50,0,0.254,597,939
H2a-py,classic,2,51,0,0.348,597,940
H2a-py,classic,2,52,0,0.3,597,940
H2a-py,classic,2,53,0,0.315,597,940
H2a-py,classic,2,54,0,0.318,597,940
H2a-py,classic,2,55,0,0.283,597,939
H2a-py,classic,2,56,0,0.288,597,941
H2a-py,classic,2,57,0,0.262,597,939
H2a-py,classic,2,58,0,0.268,597,940
H2a-py,classic,2,59,0,0.281,597,939
H2a-py,classic,2,60,0,0.316,597,940
H2a-py,classic,2,61,0,0.287,597,940
H2a-py,classic,2,62,0,0.259,597,941
H2a-py,classic,2,63,0,0.34,597,941
H2a-py,classic,2,64,0,0.279,597,940
H2a-py,classic,2,65,0,0.31,597,940
H2a-py,classic,2,66,0,0.258,597,941
H2a-py,classic,2,67,0,0.293,597,940
H2a-py,classic,2,68,0,0.248,597,940
H2a-py,classic,2,69,0,0.257,597,939
H2a-py,classic,2,70,0,0.313,597,940
H2a-py,classic,2,71,0,0.285,597,941
H2a-py,classic,2,72,0,0.278,597,941
H2a-py,classic,2,73,0,0.26,597,941
H2a-py,classic,2,74,0,0.259,597,940
H2a-py,classic,2,75,0,0.278,597,940
H2a-py,classic,2,76,0,0.255,597,940
H2a-py,classic,2,77,0,0.258,597,939
H2a-py,classic,2,78,0,0.257,597,940
H2a-py,classic,2,79,0,0.255,597,940
H2a-py,classic,2,80,0,0.268,597,940
H2a-py,classic,2,81,0,0.298,597,940
H2a-py,classic,2,82,0,0.263,597,939
H2a-py,classic,2,83,0,0.281,597,940
H2a-py,classic,2,84,0,0.257,597,941
H2a-py,classic,2,85,0,0.261,597,941
H2a-py,classic,2,86,0,0.259,597,939
H2a-py,classic,2,87,0,0.255,597,941
H2a-py,classic,2,88,0,0.285,597,939
H2a-py,classic,2,89,0,0.269,597,939
H2a-py,classic,2,90,0,0.286,597,940
H2a-py,classic,2,91,0,0.308,597,940
H2a-py,classic,2,92,0,0.284,597,939
H2a-py,classic,2,93,0,0.289,597,939
H2a-py,classic,2,94,0,0.271,597,941
H2a-py,classic,2,95,0,0.284,597,941
H2a-py,classic,2,96,0,0.274,597,940
H2a-py,classic,2,97,0,0.268,597,940
H2a-py,classic,2,98,0,0.275,597,940
H2a-py,classic,2,99,0,0.262,597,941
H2a-py,classic,2,100,0,0.272,597,941
H2a-py,classic,2,101,0,0.278,597,939
H2a-py,classic,2,102,0,0.276,597,941
H2a-py,classic,2,103,0,0.285,597,940
H2a-py,classic,2,104,0,0.261,597,941
H2a-py,classic,2,105,0,0.261,597,940
H2a-py,classic,2,106,0,0.268,597,940
H2a-py,classic,2,107,0,0.285,597,939
H2a-py,classic,2,108,0,0.277,597,939
H2a-py,classic,2,109,0,0.259,597,940
H2b-node,classic,2,0,1,0.537,597,941
H2b-node,classic,2,1,1,0.328,597,939
H2b-node,classic,2,2,1,0.323,597,939
H2b-node,classic,2,3,1,0.327,597,940
H2b-node,classic,2,4,1,0.272,597,941
H2b-node,classic,2,5,1,0.298,597,940
H2b-node,classic,2,6,1,0.277,597,940
H2b-node,classic,2,7,1,0.312,597,940
H2b-node,classic,2,8,1,0.291,597,941
H2b-node,classic,2,9,1,0.323,597,939
H2b-node,classic,2,10,0,0.256,597,940
H2b-node,classic,2,11,0,0.244,597,939
H2b-node,classic,2,12,0,0.258,597,940
H2b-node,classic,2,13,0,0.334,597,939
H2b-node,classic,2,14,0,0.323,597,941
H2b-node,classic,2,15,0,0.368,597,941
H2b-node,classic,2,16,0,0.286,597,939
H2b-node,classic,2,17,0,0.285,597,940
H2b-node,classic,2,18,0,0.296,597,940
H2b-node,classic,2,19,0,0.294,597,939
H2b-node,classic,2,20,0,0.309,597,940
H2b-node,classic,2,21,0,0.277,597,940
H2b-node,classic,2,22,0,0.301,597,940
H2b-node,classic,2,23,0,0.283,597,941
H2b-node,classic,2,24,0,0.281,597,940
H2b-node,classic,2,25,0,0.286,597,940
H2b-node,classic,2,26,0,0.465,597,939
H2b-node,classic,2,27,0,0.279,597,940
H2b-node,classic,2,28,0,0.28,597,939
H2b-node,classic,2,29,0,0.252,597,939
H2b-node,classic,2,30,0,0.276,597,940
H2b-node,classic,2,31,0,0.247,597,940
H2b-node,classic,2,32,0,0.261,597,939
H2b-node,classic,2,33,0,0.28,597,941
H2b-node,classic,2,34,0,0.254,597,940
H2b-node,classic,2,35,0,0.288,597,939
H2b-node,classic,2,36,0,0.277,597,940
H2b-node,classic,2,37,0,0.275,597,939
H2b-node,classic,2,38,0,0.268,597,941
H2b-node,classic,2,39,0,0.25,597,939
H2b-node,classic,2,40,0,0.29,597,941
H2b-node,classic,2,41,0,0.261,597,941
H2b-node,classic,2,42,0,0.281,597,939
H2b-node,classic,2,43,0,0.274,597,941
H2b-node,classic,2,44,0,0.267,597,940
H2b-node,classic,2,45,0,0.285,597,940
H2b-node,classic,2,46,0,0.272,597,939
H2b-node,classic,2,47,0,0.28,597,940
H2b-node,classic,2,48,0,0.26,597,940
H2b-node,classic,2,49,0,0.248,597,941
H2b-node,classic,2,50,0,0.292,597,939
H2b-node,classic,2,51,0,0.258,597,939
H2b-node,classic,2,52,0,0.259,597,941
H2b-node,classic,2,53,0,0.272,597,940
H2b-node,classic,2,54,0,0.255,597,941
H2b-node,classic,2,55,0,0.283,597,939
H2b-node,classic,2,56,0,0.245,597,941
H2b-node,classic,2,57,0,0.256,597,940
H2b-node,classic,2,58,0,0.272,597,941
H2b-node,classic,2,59,0,0.247,597,941
H2b-node,classic,2,60,0,0.497,597,939
H2b-node,classic,2,61,0,0.274,597,939
H2b-node,classic,2,62,0,0.315,597,941
H2b-node,classic,2,63,0,0.261,597,941
H2b-node,classic,2,64,0,0.26,597,941
H2b-node,classic,2,65,0,0.302,597,939
H2b-node,classic,2,66,0,0.264,597,940
H2b-node,classic,2,67,0,0.271,597,941
H2b-node,classic,2,68,0,0.25,597,939
H2b-node,classic,2,69,0,0.28,597,940
H2b-node,classic,2,70,0,0.264,597,941
H2b-node,classic,2,71,0,0.25,597,940
H2b-node,classic,2,72,0,0.271,597,940
H2b-node,classic,2,73,0,0.268,597,940
H2b-node,classic,2,74,0,0.254,597,939
H2b-node,classic,2,75,0,0.258,597,940
H2b-node,classic,2,76,0,0.251,597,941
H2b-node,classic,2,77,0,0.249,597,939
H2b-node,classic,2,78,0,0.252,597,940
H2b-node,classic,2,79,0,0.258,597,940
H2b-node,classic,2,80,0,0.275,597,940
H2b-node,classic,2,81,0,0.266,597,940
H2b-node,classic,2,82,0,0.262,597,940
H2b-node,classic,2,83,0,0.276,597,941
H2b-node,classic,2,84,0,0.263,597,939
H2b-node,classic,2,85,0,0.267,597,940
H2b-node,classic,2,86,0,0.265,597,940
H2b-node,classic,2,87,0,0.25,597,940
H2b-node,classic,2,88,0,0.259,597,939
H2b-node,classic,2,89,0,0.249,597,939
H2b-node,classic,2,90,0,0.266,597,939
H2b-node,classic,2,91,0,0.257,597,941
H2b-node,classic,2,92,0,0.252,597,941
H2b-node,classic,2,93,0,0.274,597,940
H2b-node,classic,2,94,0,0.241,597,939
H2b-node,classic,2,95,0,0.25,597,941
H2b-node,classic,2,96,0,0.26,597,941
H2b-node,classic,2,97,0,0.246,597,940
H2b-node,classic,2,98,0,0.268,597,939
H2b-node,classic,2,99,0,0.278,597,941
H2b-node,classic,2,100,0,0.269,597,940
H2b-node,classic,2,101,0,0.27,597,939
H2b-node,classic,2,102,0,0.273,597,939
H2b-node,classic,2,103,0,0.287,597,940
H2b-node,classic,2,104,0,0.247,597,939
H2b-node,classic,2,105,0,0.295,597,941
H2b-node,classic,2,106,0,0.282,597,940
H2b-node,classic,2,107,0,0.271,597,939
H2b-node,classic,2,108,0,0.28,597,940
H2b-node,classic,2,109,0,0.289,597,941
H3-pg,classic,2,0,1,0.426,597,949
H3-pg,classic,2,1,1,0.383,597,950
H3-pg,classic,2,2,1,0.385,597,951
H3-pg,classic,2,3,1,0.405,597,949
H3-pg,classic,2,4,1,0.366,597,949
H3-pg,classic,2,5,1,0.352,597,950
H3-pg,classic,2,6,1,0.382,597,950
H3-pg,classic,2,7,1,0.346,597,949
H3-pg,classic,2,8,1,0.363,597,950
H3-pg,classic,2,9,1,0.346,597,950
H3-pg,classic,2,10,0,0.326,597,950
H3-pg,classic,2,11,0,0.347,597,949
H3-pg,classic,2,12,0,0.36,597,949
H3-pg,classic,2,13,0,0.383,597,950
H3-pg,classic,2,14,0,0.356,597,950
H3-pg,classic,2,15,0,0.349,597,949
H3-pg,classic,2,16,0,0.355,597,950
H3-pg,classic,2,17,0,0.329,597,951
H3-pg,classic,2,18,0,0.341,597,950
H3-pg,classic,2,19,0,0.352,597,950
H3-pg,classic,2,20,0,0.361,597,950
H3-pg,classic,2,21,0,0.355,597,950
H3-pg,classic,2,22,0,0.356,597,950
H3-pg,classic,2,23,0,0.38,597,951
H3-pg,classic,2,24,0,0.379,597,951
H3-pg,classic,2,25,0,0.347,597,951
H3-pg,classic,2,26,0,0.345,597,951
H3-pg,classic,2,27,0,0.37,597,951
H3-pg,classic,2,28,0,0.342,597,951
H3-pg,classic,2,29,0,0.342,597,950
H3-pg,classic,2,30,0,0.377,597,951
H3-pg,classic,2,31,0,0.333,597,949
H3-pg,classic,2,32,0,0.367,597,950
H3-pg,classic,2,33,0,0.357,597,951
H3-pg,classic,2,34,0,0.383,597,949
H3-pg,classic,2,35,0,0.332,597,951
H3-pg,classic,2,36,0,0.34,597,950
H3-pg,classic,2,37,0,0.373,597,950
H3-pg,classic,2,38,0,0.34,597,950
H3-pg,classic,2,39,0,0.343,597,950
H3-pg,classic,2,40,0,0.328,597,950
H3-pg,classic,2,41,0,0.405,597,949
H3-pg,classic,2,42,0,0.337,597,949
H3-pg,classic,2,43,0,0.335,597,951
H3-pg,classic,2,44,0,0.374,597,950
H3-pg,classic,2,45,0,0.342,597,949
H3-pg,classic,2,46,0,0.334,597,949
H3-pg,classic,2,47,0,0.353,597,951
H3-pg,classic,2,48,0,0.348,597,950
H3-pg,classic,2,49,0,0.349,597,951
H3-pg,classic,2,50,0,0.334,597,949
H3-pg,classic,2,51,0,0.368,597,949
H3-pg,classic,2,52,0,0.364,597,950
H3-pg,classic,2,53,0,0.372,597,951
H3-pg,classic,2,54,0,0.358,597,951
H3-pg,classic,2,55,0,0.363,597,949
H3-pg,classic,2,56,0,0.351,597,949
H3-pg,classic,2,57,0,0.347,597,950
H3-pg,classic,2,58,0,0.375,597,951
H3-pg,classic,2,59,0,0.341,597,950
H3-pg,classic,2,60,0,0.338,597,950
H3-pg,classic,2,61,0,0.356,597,950
H3-pg,classic,2,62,0,0.347,597,949
H3-pg,classic,2,63,0,0.342,597,950
H3-pg,classic,2,64,0,0.346,597,950
H3-pg,classic,2,65,0,0.338,597,950
H3-pg,classic,2,66,0,0.325,597,950
H3-pg,classic,2,67,0,0.356,597,950
H3-pg,classic,2,68,0,0.344,597,951
H3-pg,classic,2,69,0,0.343,597,949
H3-pg,classic,2,70,0,0.336,597,949
H3-pg,classic,2,71,0,0.356,597,951
H3-pg,classic,2,72,0,0.347,597,951
H3-pg,classic,2,73,0,0.347,597,949
H3-pg,classic,2,74,0,0.37,597,950
H3-pg,classic,2,75,0,0.354,597,951
H3-pg,classic,2,76,0,0.333,597,950
H3-pg,classic,2,77,0,0.344,597,949
H3-pg,classic,2,78,0,0.348,597,950
H3-pg,classic,2,79,0,0.345,597,950
H3-pg,classic,2,80,0,0.357,597,949
H3-pg,classic,2,81,0,0.357,597,950
H3-pg,classic,2,82,0,0.347,597,950
H3-pg,classic,2,83,0,0.342,597,951
H3-pg,classic,2,84,0,0.357,597,951
H3-pg,classic,2,85,0,0.324,597,949
H3-pg,classic,2,86,0,0.356,597,950
H3-pg,classic,2,87,0,0.358,597,950
H3-pg,classic,2,88,0,0.344,597,950
H3-pg,classic,2,89,0,0.34,597,950
H3-pg,classic,2,90,0,0.362,597,951
H3-pg,classic,2,91,0,0.353,597,951
H3-pg,classic,2,92,0,0.331,597,949
H3-pg,classic,2,93,0,0.339,597,950
H3-pg,classic,2,94,0,0.351,597,951
H3-pg,classic,2,95,0,0.335,597,950
H3-pg,classic,2,96,0,0.326,597,950
H3-pg,classic,2,97,0,0.347,597,951
H3-pg,classic,2,98,0,0.347,597,950
H3-pg,classic,2,99,0,0.328,597,949
H3-pg,classic,2,100,0,0.36,597,950
H3-pg,classic,2,101,0,0.335,597,951
H3-pg,classic,2,102,0,0.344,597,951
H3-pg,classic,2,103,0,0.353,597,949
H3-pg,classic,2,104,0,0.366,597,950
H3-pg,classic,2,105,0,0.351,597,950
H3-pg,classic,2,106,0,0.368,597,950
H3-pg,classic,2,107,0,0.374,597,950
H3-pg,classic,2,108,0,0.344,597,950
H3-pg,classic,2,109,0,0.333,597,950
H4-redis,classic,2,0,1,0.324,597,962
H4-redis,classic,2,1,1,0.269,597,962
H4-redis,classic,2,2,1,0.268,597,962
H4-redis,classic,2,3,1,0.325,597,962
H4-redis,classic,2,4,1,0.293,597,962
H4-redis,classic,2,5,1,0.332,597,962
H4-redis,classic,2,6,1,0.28,597,963
H4-redis,classic,2,7,1,0.317,597,962
H4-redis,classic,2,8,1,0.267,597,962
H4-redis,classic,2,9,1,0.27,597,963
H4-redis,classic,2,10,0,0.302,597,962
H4-redis,classic,2,11,0,0.328,597,963
H4-redis,classic,2,12,0,0.311,597,961
H4-redis,classic,2,13,0,0.304,597,961
H4-redis,classic,2,14,0,0.324,597,961
H4-redis,classic,2,15,0,0.282,597,961
H4-redis,classic,2,16,0,0.258,597,962
H4-redis,classic,2,17,0,0.287,597,962
H4-redis,classic,2,18,0,0.26,597,963
H4-redis,classic,2,19,0,0.311,597,962
H4-redis,classic,2,20,0,0.265,597,963
H4-redis,classic,2,21,0,0.258,597,961
H4-redis,classic,2,22,0,0.264,597,963
H4-redis,classic,2,23,0,0.273,597,962
H4-redis,classic,2,24,0,0.303,597,963
H4-redis,classic,2,25,0,0.296,597,962
H4-redis,classic,2,26,0,0.293,597,962
H4-redis,classic,2,27,0,0.282,597,963
H4-redis,classic,2,28,0,0.298,597,963
H4-redis,classic,2,29,0,0.302,597,962
H4-redis,classic,2,30,0,0.274,597,961
H4-redis,classic,2,31,0,0.276,597,963
H4-redis,classic,2,32,0,0.287,597,963
H4-redis,classic,2,33,0,0.267,597,962
H4-redis,classic,2,34,0,0.292,597,962
H4-redis,classic,2,35,0,0.269,597,963
H4-redis,classic,2,36,0,0.3,597,962
H4-redis,classic,2,37,0,0.259,597,962
H4-redis,classic,2,38,0,0.265,597,961
H4-redis,classic,2,39,0,0.26,597,962
H4-redis,classic,2,40,0,0.264,597,961
H4-redis,classic,2,41,0,0.262,597,962
H4-redis,classic,2,42,0,0.273,597,962
H4-redis,classic,2,43,0,0.284,597,963
H4-redis,classic,2,44,0,0.287,597,961
H4-redis,classic,2,45,0,0.256,597,961
H4-redis,classic,2,46,0,0.277,597,962
H4-redis,classic,2,47,0,0.275,597,961
H4-redis,classic,2,48,0,0.253,597,961
H4-redis,classic,2,49,0,0.269,597,962
H4-redis,classic,2,50,0,0.255,597,961
H4-redis,classic,2,51,0,0.266,597,962
H4-redis,classic,2,52,0,0.272,597,961
H4-redis,classic,2,53,0,0.268,597,962
H4-redis,classic,2,54,0,0.271,597,961
H4-redis,classic,2,55,0,0.254,597,962
H4-redis,classic,2,56,0,0.26,597,963
H4-redis,classic,2,57,0,0.284,597,962
H4-redis,classic,2,58,0,0.262,597,962
H4-redis,classic,2,59,0,0.251,597,963
H4-redis,classic,2,60,0,0.256,597,963
H4-redis,classic,2,61,0,0.249,597,962
H4-redis,classic,2,62,0,0.286,597,962
H4-redis,classic,2,63,0,0.265,597,961
H4-redis,classic,2,64,0,0.256,597,962
H4-redis,classic,2,65,0,0.262,597,961
H4-redis,classic,2,66,0,0.262,597,963
H4-redis,classic,2,67,0,0.286,597,962
H4-redis,classic,2,68,0,0.278,597,961
H4-redis,classic,2,69,0,0.267,597,962
H4-redis,classic,2,70,0,0.29,597,962
H4-redis,classic,2,71,0,0.269,597,962
H4-redis,classic,2,72,0,0.282,597,961
H4-redis,classic,2,73,0,0.26,597,963
H4-redis,classic,2,74,0,0.259,597,963
H4-redis,classic,2,75,0,0.306,597,963
H4-redis,classic,2,76,0,0.264,597,962
H4-redis,classic,2,77,0,0.279,597,962
H4-redis,classic,2,78,0,0.257,597,961
H4-redis,classic,2,79,0,0.256,597,962
H4-redis,classic,2,80,0,0.27,597,962
H4-redis,classic,2,81,0,0.27,597,963
H4-redis,classic,2,82,0,0.261,597,962
H4-redis,classic,2,83,0,0.251,597,963
H4-redis,classic,2,84,0,0.257,597,963
H4-redis,classic,2,85,0,0.275,597,963
H4-redis,classic,2,86,0,0.267,597,963
H4-redis,classic,2,87,0,0.257,597,962
H4-redis,classic,2,88,0,0.263,597,962
H4-redis,classic,2,89,0,0.288,597,962
H4-redis,classic,2,90,0,0.301,597,962
H4-redis,classic,2,91,0,0.26,597,963
H4-redis,classic,2,92,0,0.269,597,962
H4-redis,classic,2,93,0,0.3,597,962
H4-redis,classic,2,94,0,0.271,597,963
H4-redis,classic,2,95,0,0.304,597,963
H4-redis,classic,2,96,0,0.254,597,961
H4-redis,classic,2,97,0,0.27,597,961
H4-redis,classic,2,98,0,0.267,597,962
H4-redis,classic,2,99,0,0.28,597,963
H4-redis,classic,2,100,0,0.274,597,961
H4-redis,classic,2,101,0,0.263,597,962
H4-redis,classic,2,102,0,0.268,597,962
H4-redis,classic,2,103,0,0.268,597,961
H4-redis,classic,2,104,0,0.253,597,962
H4-redis,classic,2,105,0,0.271,597,962
H4-redis,classic,2,106,0,0.262,597,962
